Country,Channel Name,Category,Main Video Category,username,followers,Main topic,More topics,Likes,Boost Index,Engagement Rate,Engagement Rate 60days,Views,Views Avg.,Avg. 1 Day,Avg. 3 Day,Avg. 7 Day,Avg. 14 Day,Avg. 30 day,Avg. 60 day,Comments Avg,Youtube Link
ID,Ricis Official,Gaming & Apps,People & Blogs,Ricis Official,30200000,Lifestyle,"Music,Lifestyle",204185092.997595,61,0.058886014,0.033835009,5032113188,2081384.7968254,154633,395246,375124.714285714,565469,705652.757575758,907491.690140845,9346.104028863,UC4tS4Q_Cno5JVcIUXxQOOpA
AU,Bounce Patrol - Kids Songs,Music,Music,Bounce Patrol - Kids Songs,26200000,Music,Music,29776135.4444444,60,3.123583404,0.026447860,18680919326,74292444.75,,,117571,117571,117571,545527.333333333,0,UC56cowXhoqRWHeqfSJkIQaA
RU,Get Movies,Gaming & Apps,Shows,Get Movies,40500000,Entertainment,"Entertainment,TV shows,Movies",16319224.4044321,78,0.022610046,0.008244797,28323109702,970253.433333333,39008.5,365321.416666667,346456.05,229318.945945946,190846.983050847,329734.111111111,6.457063712,UClZkHt2kNIgyrTTPnSQV3SA
Unknown,قناة طيور الجنة | toyoraljanahtv,Music,Music,قناة طيور الجنة | toyoraljanahtv,27800000,Music,Music,0,70,0.041841294,0.007051781,25529299065,681340.333333333,2176,118466.333333333,114275,103764.272727273,147753.894736842,193923.972972973,0,UCozAuGJZ5MPoijz8IE_1Gtw
Unknown,enchufetv,None,Comedy,enchufetv,26100000,Movies,"Movies,Entertainment",71000735.2171254,79,0.057386354,0.057859034,9948293859,2002338,,185856,448684,579724,749942.416666667,1435482.92,1965.662079511,UCoGDh1Xa3kUCpok24JN5DKA
US,✿ Kids Diana Show,Gaming & Apps,Entertainment,✿ Kids Diana Show,97200000,Lifestyle,"Lifestyle,Hobby",235190437.514232,67,0.690341775,0.243853120,77340155581,86417353.25,,,7539489.5,9148087.75,14347388.625,23467097.4444444,0,UCk8GzjMOrta8yxDcKfylJYw
Unknown,WWE,Sports,Sports,WWE,89400000,Lifestyle,"Entertainment,Lifestyle,Professional wrestling,Sports,Performing arts",543800874.287162,80,0.004329158,0.003562268,69794363750,392017.697341139,98427.9375,168984.348314607,254107.748691099,260165.985754986,265323.917159763,309149.25786802,589.765972603,UCJ5v_MCY6GNUBTO8-D3XoAg
"ES
",VEGETTA777,Gaming & Apps,Gaming,VEGETTA777,33100000,Action game,"Gaming,Action game,Role-playing video game,Action-adventure game,Puzzle video game,Strategy video game",772750483.937814,81,0.034666619,0.015639595,14827595754,1431294.0297619,370641,731807.333333333,921913.5,616709.4375,456802.727272727,406745.089552239,1995.358481939,UCam8T03EOFBsNdR0thrFHdQ
IN,ashish chanchlani vines,Gaming & Apps,Comedy,ashish chanchlani vines,28400000,Entertainment,"Movies,Entertainment",384468858.666667,61,1.656636785,0.095398034,4009564528,63081958.25,0,0,0,0,0,0,93869.746031746,UC7eHZXheF8nVOfwB2PEslMw
IN,IndiaTV,None,News & Politics,IndiaTV,31300000,Society,Society,117119044.807528,64,0.001283950,0.001847686,12862571203,19848.899894902,26043.565656566,28263.980099502,28229.901477833,27879.468599034,31288.762711864,57265.139364303,64.482667145,UCttspZesZIDEwwpVIgoZtWQ
IE,jacksepticeye,Gaming & Apps,Gaming,jacksepticeye,28500000,Gaming,"Gaming,Action game,Role-playing video game,Action-adventure game",641050483.441748,80,0.083391525,0.088538106,15393434205,2911652.64583333,,1084736,1569091.75,1630400.85714286,2131002.95,2383171.70731707,11206.263106796,UCYzPXprvl5Y-Sf0g4vX-m6g
Unknown,Jingle Toons,Music,Film & Animation,Jingle Toons,28100000,Movies,"Music,Movies,Music of Asia,Entertainment",17932525.0606061,61,0.522972361,0.006828294,9584699468,2320367,,,,,148557,112869.5,14.757575758,UCK9F8nycURBsR0YlrBsu1Ag
IN,Bollywood Classics,Music,Music,Bollywood Classics,30200000,Music,"Music,Music of Asia,Pop music",16021508.4864865,57,0.095138436,0.006336642,18875735928,471105.5,,,26000.5,365526.2,190716.727272727,181174.555555556,235.993993994,UCRm96I5kmb_iGFofE5N691w
US,Nicki Minaj,LifeStyle,Music,Nicki Minaj,24400000,Hip hop music,"Music,Hip hop music,Pop music",4117325,18,0.253982037,0.005766666,9310281416,7688954.25,0,0,0,0,0,0,7889.709677419,UC3jOd7GUMhpgJRBhiLzuLsg
US,Maluma,Unknown,Music,Maluma,28600000,Hip hop music,"Music,Hip hop music,Music of Latin America,Pop music",3656173.33333333,57,0.821912229,0.006597151,19474056278,10280274.5,0,0,0,0,0,0,5869.851851852,UClZuKq2m0Qu-HkopkSBLpEw
PK,ARY Digital,None,Entertainment,ARY Digital,27500000,TV shows,"TV shows,Entertainment,Movies",118370187.771858,57,0.008613792,0.006875180,21016650850,91529.856346182,37460.515151515,73277.004975124,73277.004975124,73277.004975124,143855.457711443,186946.096774194,176.831514703,UC4JCksJF76g_MdzPVBJoC3Q
IN,Round2hell,Unknown,Comedy,Round2hell,26800000,Entertainment,"Entertainment,Movies",129404344.163265,46,1.960562613,1.519044268,2860744608,67512106.75,,,,,,38739754,67627.326530612,UCt4atlExw8aj3Bm79nv1fig
KR,1MILLION Dance Studio,Gaming & Apps,Entertainment,1MILLION Dance Studio,25400000,Music of Latin America,"Music,Rhythm and blues,Hip hop music,Music of Asia,Music of Latin America,Pop music,Lifestyle,Performing arts",60861831.9867032,73,0.012727913,0.004371917,7349396106,274656.611607143,7727.666666667,28123.8,36119.653846154,50929.9,81090.158878505,96004.330434783,244.935080172,UCw8ZhLPdQ0u_Y-TLKd61hGA
US,Daddy Yankee,Music,Music,Daddy Yankee,36600000,Pop music,"Music,Hip hop music,Electronic music,Music of Latin America,Pop music",188506752.484848,72,1.733848591,0.015699777,20194962867,34904111.25,,,,,70521,98956,17001.939393939,UC9TO_oo4c_LrOiKNaY6aysA
CO,Karolgmusic,Gaming & Apps,Music,Karolgmusic,27100000,Music,"Music,Hip hop music,Electronic music,Music of Latin America,Pop music",14238429.2307692,50,0.292203884,0.004753667,13680917903,7236112,5644,5644,5644,5644,5644,5644,3576.064102564,UCZuPJZ2kGFdlbQu1qotZaHw
US,DisneyMusicVEVO,Music,Music,DisneyMusicVEVO,29700000,Movies,"Entertainment,Music,Pop music,Movies",90824434.5230924,74,0.155359311,0.012469911,24190969252,1395586.86666667,,,1766589,152790,155265.5,316188.72972973,2119.233935743,UCgwv23FVv3lqh567yagXfNg
Unknown,BANGTANTV,Music,Music,BANGTANTV,69100000,Pop music,"Entertainment,Music of Asia,Music,Pop music",1640737552.63845,70,0.100502939,0.137005819,17072262758,6365307.16071429,1411121,2239180.5,2239180.5,8688835.4,9949841.94594595,8488977.68,36254.372430472,UCLkAepWjdylmXSltofFvsYQ
Unknown,Mr. Bean,Gaming & Apps,Comedy,Mr. Bean,30500000,TV shows,"Humor,Movies,TV shows,Entertainment",20494341.2009926,68,0.027518247,0.011260289,9854766293,792897.3,34831,74868,137574.7,165268.5,394604.725,335381.135802469,223.444995864,UCkAGrHCLFmlK3H2kd6isipg
US,ZHC,Gaming & Apps,Howto & Style,ZHC,24200000,Technology,"Lifestyle,Technology,Hobby",149644392.20915,4,0.769713855,0.220372733,2186015533,26918269.5,,,,,,4778361,49103.751633987,UClQubH2NeMmGLTLgNdLBwXg
US,WORLDSTARHIPHOP,Music,Music,WORLDSTARHIPHOP,25900000,Music,"Music,Hip hop music",76997320.6383467,73,0.027336458,0.004375475,19330656067,419659.851010101,27424,23594.5,37450.111111111,42906.625,76166.964285714,99613.566666667,1250.104860314,UC-yXuc1__OzjwpsJPlxYUCQ
Unknown,Ariana Grande,Unknown,Pop music,Ariana Grande,51500000,Pop music,"Music,Pop music",44484407.7971014,33,0.241982910,0.006166562,21945548174,6972101,0,0,0,0,0,0,12890.231884058,UC9CoOnJkIBMdeijd9qYoT_g
PH,ABS-CBN Entertainment,None,Entertainment,ABS-CBN Entertainment,39800000,TV shows,"Entertainment,TV shows,Movies",240442177.417203,73,0.003950891,0.001973241,46854726788,140689.848552785,61180.931034483,77417.910447761,91141.235074627,84420.982658960,87304.362149533,76877.049504950,103.999813353,UCstEtN0pgOmCf02EdXsGChw
AE,shfa2 - شفا,Unknown,People & Blogs,shfa2 - شفا,35600000,Lifestyle,"Lifestyle,Hobby",33139055.2788388,25,0.151213503,0.027334773,20513944057,3087191.18095238,14977,258225.333333333,328154.9,381734.235294118,562335.617647059,947859.485714286,0,UCQ7x25F6YXY9DvGeHFxLhRQ
Unknown,whinderssonnunes,Gaming & Apps,Comedy,whinderssonnunes,43800000,Technology,"Lifestyle,Technology",196137065.681818,82,0.060472423,0.029082712,4101958915,2871914.5,888052,888052,888052,888052,888052,888052,8584.107954545,UC3KQ5GWANYF8lChqjZpXsQw
IN,Voot Kids,Unknown,Entertainment,Voot Kids,38100000,Entertainment,"Movies,TV shows,Entertainment",46360335.988121,51,0.098878382,0.120771069,17243982736,4136043.33333333,26555,1309208,1824388.51515152,1679224.02777778,2486546.25242718,3656633.9047619,18.612972973,UCJg19noZp7-BYIGvypu_cow
Unknown,Ultra Music,Music,Music,Ultra Music,28400000,Music,"Music,Pop music,Electronic music",28006627.7505882,75,0.037667750,0.001737469,16099481879,83082.5,,18182.5,17702.666666667,49058.333333333,38627.529411765,42361.851851852,253.965882353,UC4rasfm9J-X4jNl9SvXp8xA
SV,Fernanfloo,Gaming & Apps,Gaming,Fernanfloo,45100000,Action game,"Entertainment,Action game,Gaming,Action-adventure game",937427149.875,82,0.579284858,0.041704189,9934602477,30384570,0,0,0,0,0,0,148091.571428571,UCV4xOVpbcV8SdueDCOxLXtQ
ES,AuronPlay,Music,Comedy,AuronPlay,29100000,Entertainment,Entertainment,540482543.076923,72,0.504421920,0.047901023,3911652534,18172780,0,0,0,0,0,0,56091.692307692,UCyQqzYXQBUWgBTn4pw_fFSQ
IN,Shemaroo Filmi Gaane,Gaming & Apps,Music,Shemaroo Filmi Gaane,60700000,Entertainment,"Music,Movies,Music of Asia,Entertainment",12480195.2563971,71,0.005806078,0.001282439,28365791631,138098.611829347,8916.25,16766.818181818,24047.75,31639.225,38085.36,76050.697183099,60.742323439,UCP6uH_XlsxrXwZQ4DlqbqPg
US,Movieclips,Gaming & Apps,Film & Animation,Movieclips,57300000,Movies,"Entertainment,Movies",39953044.1499268,72,0.002600567,0.002025743,58434633172,81556.071356275,2206.2,2206.2,8792.666666667,35615.544117647,86779.782051282,114986.920634921,65.464594634,UC3gNmTGu-TTbFPpfSs5kNkg
ID,AH,Unknown,Entertainment,AH,29800000,Lifestyle,"Lifestyle,Technology",146509276.893204,55,0.057928287,0.032925007,4012190177,2120971.96969697,522267.5,739768.25,863344.125,924461.928571429,795235.5625,890826.246575342,7283.827669903,UCaKLg1ELiX0zTJ6Je3c5esA
US,5-Minute Crafts,Gaming & Apps,Howto & Style,5-Minute Crafts,77000000,Lifestyle,"Lifestyle,Hobby",158230212.505289,73,0.030060771,0.005156171,22655274758,2045771.36648746,60823,84666,112501.095238095,170384.585365854,216460.317647059,367451.012048193,726.312481112,UC295-Dw_tDNtZXFeAPAW6Aw
US,Marshmello,Music,Music,Marshmello,55500000,Electronic music,"Music,Hip hop music,Pop music,Electronic music",51156331.5149254,73,0.111447301,0.005434907,13279526225,2716910.5,,,,85746,162863.5,167606.5,5497.365671642,UCEdvpU2pFRCVqU6yIPyTpMQ
BY,A4,Beauty & Fashion,Gaming,A4,40600000,Lifestyle,"Entertainment,Lifestyle,Technology,Movies",766852537.960217,61,0.466893403,0.285831609,15999397373,22298424.9375,,6596001,7241542.25,8166221.75,9195432.11764706,10282514.6363636,97244.645569620,UC2tsySbe9TNrI-xh2lximHA
IN,ABP NEWS,None,People & Blogs,ABP NEWS,32900000,Society,Society,74402420.4634429,62,0.000889184,0.000641280,10255466904,15583.363197071,9667.796460177,11826.11,14875.607142857,16760.5,25158.514370664,20690.327577450,70.351423171,UCRWFSbif-RFENbBrSiez1DA
US,Like Nastya,Unknown,People & Blogs,Like Nastya,97300000,Hobby,"Lifestyle,Hobby",280877652.391304,79,1.026760674,0.231388060,80111555805,138163704.5,,3946868,5829929,9480138.25,13756907.6666667,22108751.0526316,0.292490119,UCJplp5SjeGSdVdwsfb9Q7lQ
IN,infobells - Tamil,Gaming & Apps,Education,infobells - Tamil,26800000,Music,"Entertainment,Music,Movies",33809680.2439024,54,0.735438900,0.116453346,16380874723,10500117.75,,,681903,735176.5,759345.75,3046642.625,0.062717770,UCHcn4Ux-sO9nzNu7rDsoQLg
Unknown,Sony PAL,Gaming & Apps,Shows,Sony PAL,27600000,Movies,"Entertainment,Movies,TV shows",23853961.65625,54,0.007763552,0.042975456,18869521551,82943.937123746,,,,,930308,1184582.6,52.092122396,UCw7xjxzbMwgBSmbeYwqYRMg
ID,Jess No Limit,Unknown,Gaming,Jess No Limit,24700000,Role-playing video game,"Role-playing video game,Action game,Strategy video game,Gaming",118370103.305052,65,0.051573149,0.047493028,3046560972,1522567.44545455,58818,135974,197834.833333333,392787.454545455,683036.461538462,1092899.21153846,17449.325777202,UCvh1at6xpV1ytYOAzxmqUsA
US,Little Baby Bum - Nursery Rhymes & Kids Songs,Music,Education,Little Baby Bum - Nursery Rhymes & Kids Songs,39200000,Entertainment,"Entertainment,Music,Movies",5749294.19381788,78,0.022178929,0.018421893,36748994170,792125.333333333,25032.5,69746.75,268456.05,410841.634146341,426330.287878788,719102.049586777,11.811194653,UCKAqou7V9FAWXpZd9xtOg3Q
IN,Jkk Entertainment,Unknown,Comedy,Jkk Entertainment,35300000,Movies,"Humor,Movies,Entertainment",57770963.7295082,66,2.023618174,0.294593959,14926283850,95969313,,1545877,1545877,1545877,2765762.5,9916138.25,3806.336065574,UC5tuYcCdiKuF5Y2ZonuarwA
NL,Spinnin' Records,Music,Music,Spinnin' Records,29600000,Music,"Music,Pop music,Electronic music",78661903.4132029,80,0.011250173,0.004569143,19930956697,233858,12603.75,23598.75,50826.416666667,70718.260869565,98145.428571429,127746.98989899,189.070450098,UCpDJl2EmP7Oh90Vylx0dZtA
Unknown,Shawn Mendes,Music,Music,Shawn Mendes,29400000,Music,"Music,Pop music",15433637.0823529,55,0.068300120,0.015758675,11620379993,2417156.75,,,,,,340876.5,4614.517647059,UCAvCL8hyXjSUHKEGuUPr1BA
IN,Desi Music Factory,Music,Music,Desi Music Factory,32800000,Music,"Music,Music of Asia,Pop music",168803623.831776,52,2.765772050,0.348364789,9383986010,135941380,,,,8214380.5,8214380.5,9912644,93619.130841121,UCLtNvbkqea8wN_kGtfgx_Mw
US,Netflix,None,Entertainment,Netflix,24000000,TV shows,"Entertainment,TV shows,Movies",106820094.871873,63,0.030719786,0.042711785,5551273418,691757.513157895,21786,86328.5,273454.5,278023.142857143,676167.151898734,1004603.91954023,1311.491066871,UCWOA1ZGywLbqmigxE4Qlvuw
US,Dude Perfect,Gaming & Apps,Sports,Dude Perfect,57800000,Lifestyle,Lifestyle,244293352.896266,82,0.903419027,0.438510920,14560770809,62768767.25,,,7017878,7017878,33821451.6666667,24476021.4,36144.078838174,UCRijo3ddMTht_IHyNSNXpNQ
MX,GENIAL,Unknown,Howto & Style,GENIAL,31300000,Entertainment,"Entertainment,Lifestyle,Knowledge",43213041.976909,62,0.007746011,0.003496135,6299463830,247359.294444444,21339.666666667,25252.7,33528.434782609,46330.977777778,89081.414141414,100895.882926829,481.517449488,UCbrd1vu4_7qIE6IPV_dA-OA
US,Pinkfong Baby Shark - Kids' Songs & Stories,Music,Education,Pinkfong Baby Shark - Kids' Songs & Stories,58700000,Music,"Entertainment,Music,Movies",17219955.0035149,67,0.034736166,0.016045796,31514954950,1353212.72727273,8062,91807.25,152501.888888889,188689.0625,903627.5,934502.189873418,5.004393673,UCcdwLMPsaU2ezNSJU1nFoBQ
Unknown,CVS 3D Rhymes,Music,Education,CVS 3D Rhymes,30200000,Entertainment,"Entertainment,Music,Movies",64572189.24,74,2.264813582,0.006325893,18480005078,73079274,0,0,0,0,0,0,0,UCsPF3cApzCohxPp5oKdoWSQ
US,Billie Eilish,Gaming & Apps,Music,Billie Eilish,45900000,Music,"Independent music,Music,Pop music",37371320.8214286,16,0.563128466,0.018509838,11810491835,18540721.25,0,0,0,0,0,0,37181.535714286,UCiGm_E4ZwYSHV3bcW1pnSeQ
US,Katy Perry,Gaming & Apps,Music,Katy Perry,43000000,Music,"Music,Pop music",5322828.25862069,57,0.032802965,0.003661531,23815643998,1049132,,,,,,109411.25,2540.344827586,UCYvmuw-JtVrTZQ-7Y4kd63Q
IN,YRF,Gaming & Apps,Music,YRF,46900000,Music of Asia,"Music,Movies,Music of Asia,Entertainment",230841570.379464,72,0.113966910,0.079617761,28692968075,1160703,123821.666666667,122221.777777778,1537511.53846154,4243331.82142857,2825437.06818182,3650802.25581395,3818.832589286,UCbTLwN10NoCU4WDzLf1JMOA
US,Kimberly Loaiza,Gaming & Apps,People & Blogs,Kimberly Loaiza,36900000,Lifestyle,"Lifestyle,Technology",240742149.418605,69,0.543247869,0.282676026,4188413314,25171683.25,,,6833904,7232641,6437136,9154056.16666667,96580.604651163,UCQZfFRohQ7UX-0CdXl-6pwQ
US,TheDonato,Unknown,Entertainment,TheDonato,27000000,Action game,"Gaming,Action game",494765339.68543,63,0.070371529,0.027270834,4997475333,2735315.35,,61288.428571429,188801.933333333,344960.346153846,430072.780487805,526603.147727273,7351.350441501,UCaHEdZtk6k7SVP-umnzifmQ
US,Like Nastya Show,Unknown,Entertainment,Like Nastya Show,41300000,Lifestyle,"Music,Lifestyle,Hobby",39269151.5953307,80,0.379553511,0.008066786,18673777146,15267910.6666667,,17459,233881,144042,164313.692307692,266031.5,0,UCS94J1s6-qc8v7btCdS2pNg
US,Maria Clara & JP,Gaming & Apps,People & Blogs,Maria Clara & JP,32700000,Hobby,"Lifestyle,Hobby",123083709.248148,54,0.737680510,0.135514778,19887856663,32027381.1666667,,495461,2164277.5,2467280,3015966.5,4232483.76923077,6.637037037,UCKe6w0exI94U-RzqAyoY1VA
IN,Zee News,Gaming & Apps,News & Politics,Zee News,26200000,Society,Society,324850950.015433,59,0.004376617,0.009015710,11593253864,65172.486121517,93759.236559140,112177.572139303,111561.048543689,112716.873831776,201981.565326633,233677.688946015,238.931822780,UCIvaYmXn910QMdemBG3v1pQ
Unknown,elrubiusOMG,Gaming & Apps,Comedy,elrubiusOMG,40400000,Action game,"Gaming,Action game,Action-adventure game,Role-playing video game",814895442.987805,83,0.307425490,0.029883825,7469679920,16593905,0,0,0,0,0,0,51426.463414634,UCXazgXDIYyWH-yXLAkcrFxw
MX,Badabun,Beauty & Fashion,Entertainment,Badabun,45600000,Entertainment,"Entertainment,Lifestyle,Society",288740569.40625,68,0.015390894,0.000954648,18491954095,196296.834586466,3937.684210526,4601.830769231,4961.656976744,5286.715686275,6600.899262899,19564.105328377,1516.981331169,UCYWOjHweP2V-8kGKmmAmQJQ
IN,zeetv,Gaming & Apps,Entertainment,zeetv,62100000,TV shows,"TV shows,Movies,Entertainment",37475050.785922,75,0.001587676,0.005464213,16034166113,24789.703398534,,222143.578947368,246071.78,329388.528,315080.816608997,338680.529017857,16.453028571,UCppHT7SZKKvar4Oc9J4oljQ
BR,Você Sabia?,Gaming & Apps,Entertainment,Você Sabia?,43100000,Entertainment,"Entertainment,Lifestyle",449621753.448223,75,0.065984679,0.038639857,7206933910,3441983.4,,773250,650360,624975.333333333,994299.5,1300165.18181818,13671.029366306,UCj0O6W8yDuLg3iraAXKgCrQ
IE,Lucas and Marcus,Gaming & Apps,Entertainment,Lucas and Marcus,24900000,Technology,"Lifestyle,Technology,Entertainment",113049177.748333,71,0.140252152,0.213378694,7246179800,4032755,159831,309787,1264396.6,1445698.55555556,3365219.52631579,5188329.92105263,5423.438333333,UCwD4x63A9KC7Si2RuSfg-SA
Unknown,One Direction,Gaming & Apps,Music,One Direction,37200000,Music,"Music,Pop music",18852717,33,0.148820120,0.003348267,12577465005,1374397,0,0,0,0,0,0,4474.54,UCb2HGwORFBo94DmRx4oLzow
IN,Ultra Bollywood,Gaming & Apps,Entertainment,Ultra Bollywood,32700000,Movies,"Movies,Entertainment",20774265.9699666,68,0.013969977,0.033139709,15170479664,213737.67481203,44195,219203.25,92666.692307692,217589.4,455591.8,1077979.0625,60.511679644,UCmL1WlDI8UkXDXCXcBQN9CA
US,DanTDM,Gaming & Apps,Gaming,DanTDM,26100000,Role-playing video game,"Role-playing video game,Gaming,Action game,Action-adventure game",327301869.166403,79,0.130945351,0.048983584,18742286029,3750864.875,109508,109508,643622.5,643622.5,1064335.16666667,1173282.85714286,13967.437400951,UCS5Oz6CHmeoF7vSad0qqXfw
US,Little Angel: Nursery Rhymes & Kids Songs,Gaming & Apps,Film & Animation,Little Angel: Nursery Rhymes & Kids Songs,27400000,Movies,"Music,Movies,Entertainment",78794486.292804,38,0.611085947,0.076389596,19886812585,18520854.1,30474,156583.5,411448.75,501290.142857143,784248.866666667,2015581.92307692,0.781637717,UCNzsYU0aWwjERj-9Y9HUEng
PR,Bad Bunny,Music,Music,Bad Bunny,41600000,Music,"Music,Hip hop music,Music of Latin America",138038669.545455,68,2.614865241,1.324981013,22382018623,127605799,,,,68777316,68777316,53835227.9583333,29218.494949495,UCmBA_wu8xGg1OfOkfW13Q0Q
IN,Geet MP3,Unknown,Music,Geet MP3,32600000,Movies,"Music,Hip hop music,Music of Asia,Movies",102193367.222222,70,0.319854763,0.063739043,11439441774,7285620.33333333,,942012,535963.571428571,930028,2231313.15789474,1877587.29032258,14499.4,UClZF7OsrECe3t_ADrjZEh_Q
Unknown,Drake,Gaming & Apps,Music,Drake,26600000,Pop music,"Music,Hip hop music,Pop music",7434135.41176471,50,0.461379093,0.213487666,12642399087,17163211.5,,5510747,5510747,5510747,5510747,5510747,6409.431372549,UCByOQJjav0CUDwxCk-jVNRQ
Unknown,jypentertainment,Gaming & Apps,Music,jypentertainment,24800000,Pop music,"Music,Music of Asia,Pop music",397504868.101695,71,0.299767149,0.361817242,16778291814,2353376.16666667,,275074,308616,9813003.57142857,8666140.11111111,8666140.11111111,38524.477657935,UCaO6TYtlC8U5ttz62hTrZgg
US,David Guetta,Gaming & Apps,Music,David Guetta,24200000,Electronic music,"Music,Hip hop music,Pop music,Electronic music",27690147.76,79,0.121625432,0.049178565,15826729467,2730757,,,,73859,150535,1144851.42857143,1386.875,UC1l7wYrva1qCH-wgqcHaaRg
US,TheEllenShow,None,Entertainment,TheEllenShow,38300000,Entertainment,"Entertainment,TV shows,Movies",167231088.84348,81,0.014573094,0.012330093,22274035516,383303.093645485,,12162.8,13738.047619048,41222.105263158,61318.821917808,460233.900990099,332.965470241,UCp0hYYBW6IMayGgR-WeoCvQ
IN,Eros Now,Gaming & Apps,Entertainment,Eros Now,30700000,Entertainment,"Music,Movies,Music of Asia,Entertainment",24201444.6888218,74,0.008533923,0.000762590,16411208086,46730,,6564.5,10612.571428571,13546.875,16167.657142857,20762.015625,95.598187311,UCX52tYZiEh_mHoFja3Veciw
US,JuegaGerman,Gaming & Apps,Gaming,JuegaGerman,45900000,Gaming,"Gaming,Action game,Action-adventure game,Entertainment",641782272.754717,82,0.095303022,0.065353353,13594315965,5479511.75,,,3191661.66666667,2530465.14285714,2008041.57142857,2644449.71428571,25812.188679245,UCYiGq8XF7YQD00x7wAd62Zg
US,VanossGaming,Gaming & Apps,Gaming,VanossGaming,25700000,Gaming,"Gaming,Action game,Role-playing video game,Action-adventure game",124485316.50655,81,0.091913004,0.052976501,14814514676,2925753.9375,485906,678235,827726.5,1083820.85714286,1156336.73333333,1280756.87096774,1145.008733624,UCKqH_9mk1waLgBiL2vT5b9g
AE,shfa,LifeStyle,People & Blogs,shfa,35600000,Food,"Lifestyle,Hobby,Food",100292545.15,28,0.532343734,0.120188531,18836836311,20460783.2,77867,893310.5,1768163,2579782.42857143,3213024.78571429,4158019.92857143,2.779629630,UCwHE1kM1CPJd_pI9FQ0-4dg
